Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij
Luigina,Marko,2,"('Luigina', 'Marko')",2,2,1
Jian,Marko,2,"('Jian', 'Marko')",4,2,0.5
Canada,North Macedonia,2,"('Canada', 'North Macedonia')",1030,6,0.000647249
Brazil,North Macedonia,2,"('Brazil', 'North Macedonia')",71,6,0.009389671
Belgium,North Macedonia,2,"('Belgium', 'North Macedonia')",208,6,0.003205128
Mexico,North Macedonia,4,"('Mexico', 'North Macedonia')",46,6,0.057971014
Malaysia,North Macedonia,2,"('Malaysia', 'North Macedonia')",46,6,0.014492754
France,North Macedonia,2,"('France', 'North Macedonia')",593,6,0.001124227
Italy,North Macedonia,2,"('Italy', 'North Macedonia')",219,6,0.00304414
Nigeria,North Macedonia,3,"('Nigeria', 'North Macedonia')",16,6,0.09375
Egypt,North Macedonia,2,"('Egypt', 'North Macedonia')",21,6,0.031746032
Hungary,North Macedonia,2,"('Hungary', 'North Macedonia')",9,6,0.074074074
North Macedonia,North Macedonia,1,"('North Macedonia', 'North Macedonia')",6,6,0.027777778
Jingqiu,North Macedonia,2,"('Jingqiu', 'North Macedonia')",4,6,0.166666667
Brigitte,North Macedonia,2,"('Brigitte', 'North Macedonia')",3,6,0.222222222
Abdulgawi Salim,North Macedonia,2,"('Abdulgawi Salim', 'North Macedonia')",2,6,0.333333333
Malta,North Macedonia,2,"('Malta', 'North Macedonia')",2,6,0.333333333
Luigina,North Macedonia,2,"('Luigina', 'North Macedonia')",2,6,0.333333333
Jian,North Macedonia,2,"('Jian', 'North Macedonia')",4,6,0.166666667
Marko,North Macedonia,2,"('Marko', 'North Macedonia')",2,6,0.333333333
Canada,Madelynn,2,"('Canada', 'Madelynn')",1030,2,0.001941748
James,Madelynn,1,"('James', 'Madelynn')",10,2,0.05
Babatunde,Madelynn,1,"('Babatunde', 'Madelynn')",1,2,0.5
Canada,Dorothee,1,"('Canada', 'Dorothee')",1030,2,0.000485437
Canada,Jimmy,1,"('Canada', 'Jimmy')",1030,1,0.000970874
Canada,Chantal,1,"('Canada', 'Chantal')",1030,1,0.000970874
Canada,Victor,2,"('Canada', 'Victor')",1030,1,0.003883495
Mingzhi,Victor,1,"('Mingzhi', 'Victor')",1,1,1
Canada,Mingzhi,2,"('Canada', 'Mingzhi')",1030,1,0.003883495
Canada,Melanie,1,"('Canada', 'Melanie')",1030,2,0.000485437
Canada,Wally,2,"('Canada', 'Wally')",1030,1,0.003883495
Germany,Wally,1,"('Germany', 'Wally')",428,1,0.002336449
Canada,Christian,2,"('Canada', 'Christian')",1030,6,0.000647249
Canada,Gregor,2,"('Canada', 'Gregor')",1030,2,0.001941748
Belgium,Gregor,1,"('Belgium', 'Gregor')",208,2,0.002403846
Germany,Gregor,1,"('Germany', 'Gregor')",428,2,0.001168224
Christian,Gregor,1,"('Christian', 'Gregor')",6,2,0.083333333
Eva-Maria,Gregor,1,"('Eva-Maria', 'Gregor')",1,2,0.5
Canada,Saoure,2,"('Canada', 'Saoure')",1030,1,0.003883495
Gokhan,Saoure,1,"('Gokhan', 'Saoure')",1,1,1
Canada,Gokhan,2,"('Canada', 'Gokhan')",1030,1,0.003883495
Canada,Jeff,3,"('Canada', 'Jeff')",1030,2,0.004368932
Finland,Jeff,1,"('Finland', 'Jeff')",163,2,0.003067485
Canada,Mehran,3,"('Canada', 'Mehran')",1030,1,0.008737864
France,Mehran,1,"('France', 'Mehran')",593,1,0.001686341
Canada,Morocco,3,"('Canada', 'Morocco')",1030,6,0.001456311
France,Morocco,3,"('France', 'Morocco')",593,6,0.002529511
Claude,Morocco,1,"('Claude', 'Morocco')",4,6,0.041666667
Cameroon,Morocco,1,"('Cameroon', 'Morocco')",5,6,0.033333333
Issam,Morocco,1,"('Issam', 'Morocco')",1,6,0.166666667
Magalie,Morocco,1,"('Magalie', 'Morocco')",1,6,0.166666667
Canada,Renata,1,"('Canada', 'Renata')",1030,1,0.000970874
Portugal,Renata,1,"('Portugal', 'Renata')",114,1,0.00877193
France,Renata,1,"('France', 'Renata')",593,1,0.001686341
Canada,Florian,1,"('Canada', 'Florian')",1030,2,0.000485437
Canada,Mireille,1,"('Canada', 'Mireille')",1030,1,0.000970874
Canada,Marie-Christine,1,"('Canada', 'Marie-Christine')",1030,1,0.000970874
Canada,Leslie,1,"('Canada', 'Leslie')",1030,1,0.000970874
Lan,Leslie,1,"('Lan', 'Leslie')",2,1,0.5
Canada,Lan,1,"('Canada', 'Lan')",1030,2,0.000485437
Canada,Errol,4,"('Canada', 'Errol')",1030,2,0.00776699
Canada,Dean,4,"('Canada', 'Dean')",1030,2,0.00776699
Canada,Gregory,2,"('Canada', 'Gregory')",1030,5,0.000776699
Germany,Gregory,1,"('Germany', 'Gregory')",428,5,0.00046729
France,Gregory,1,"('France', 'Gregory')",593,5,0.000337268
Greece,Gregory,1,"('Greece', 'Gregory')",29,5,0.006896552
Dean,Gregory,1,"('Dean', 'Gregory')",2,5,0.1
Canada,Marie,2,"('Canada', 'Marie')",1030,1,0.003883495
Canada,Jianhong,1,"('Canada', 'Jianhong')",1030,2,0.000485437
Desiree,Jianhong,1,"('Desiree', 'Jianhong')",1,2,0.5
Canada,Desiree,1,"('Canada', 'Desiree')",1030,1,0.000970874
Canada,Olga,1,"('Canada', 'Olga')",1030,3,0.000323625
France,Olga,2,"('France', 'Olga')",593,3,0.002248454
Kamel,Olga,1,"('Kamel', 'Olga')",1,3,0.333333333
Canada,Kamel,1,"('Canada', 'Kamel')",1030,1,0.000970874
France,Kamel,1,"('France', 'Kamel')",593,1,0.001686341
Canada,Nianqi,1,"('Canada', 'Nianqi')",1030,1,0.000970874
Canada,Celine,2,"('Canada', 'Celine')",1030,1,0.003883495
Canada,Hongjin,1,"('Canada', 'Hongjin')",1030,1,0.000970874
Canada,Pascale,2,"('Canada', 'Pascale')",1030,1,0.003883495
Canada,Kareen,1,"('Canada', 'Kareen')",1030,1,0.000970874
Jennifer,Kareen,1,"('Jennifer', 'Kareen')",9,1,0.111111111
Canada,Tae Wan,1,"('Canada', 'Tae Wan')",1030,1,0.000970874
Canada,Danny,1,"('Canada', 'Danny')",1030,1,0.000970874
Canada,JoAndrea,1,"('Canada', 'JoAndrea')",1030,1,0.000970874
Canada,Premilla,1,"('Canada', 'Premilla')",1030,3,0.000323625
Germany,Premilla,1,"('Germany', 'Premilla')",428,3,0.000778816
India,Premilla,3,"('India', 'Premilla')",122,3,0.024590164
Ernesto,Premilla,2,"('Ernesto', 'Premilla')",4,3,0.333333333
Muneeb Ul Lateef,Premilla,1,"('Muneeb Ul Lateef', 'Premilla')",1,3,0.333333333
Switzerland,Timo,1,"('Switzerland', 'Timo')",169,1,0.00591716
Switzerland,Sybille,6,"('Switzerland', 'Sybille')",169,2,0.106508876
Edwin,Sybille,1,"('Edwin', 'Sybille')",1,2,0.5
Switzerland,Ulrich,2,"('Switzerland', 'Ulrich')",169,1,0.023668639
Germany,Ulrich,1,"('Germany', 'Ulrich')",428,1,0.002336449
France,Ulrich,1,"('France', 'Ulrich')",593,1,0.001686341
Antoinette,Ulrich,1,"('Antoinette', 'Ulrich')",2,1,0.5
Isabelle,Ulrich,1,"('Isabelle', 'Ulrich')",2,1,0.5
Thorsten,Ulrich,1,"('Thorsten', 'Ulrich')",2,1,0.5
Simon,Ulrich,1,"('Simon', 'Ulrich')",2,1,0.5
Switzerland,Thorsten,2,"('Switzerland', 'Thorsten')",169,2,0.01183432
Ireland,Thorsten,1,"('Ireland', 'Thorsten')",73,2,0.006849315
Germany,Thorsten,2,"('Germany', 'Thorsten')",428,2,0.004672897
France,Thorsten,1,"('France', 'Thorsten')",593,2,0.00084317
Antoinette,Thorsten,1,"('Antoinette', 'Thorsten')",2,2,0.25
Isabelle,Thorsten,1,"('Isabelle', 'Thorsten')",2,2,0.25
Cormac,Thorsten,1,"('Cormac', 'Thorsten')",1,2,0.5
Simon,Thorsten,1,"('Simon', 'Thorsten')",2,2,0.25
Poland,Poland,2,"('Poland', 'Poland')",13,13,0.023668639
Netherlands,Poland,1,"('Netherlands', 'Poland')",475,13,0.000161943
Finland,Poland,1,"('Finland', 'Poland')",163,13,0.000471921
France,Poland,1,"('France', 'Poland')",593,13,0.000129719
Egypt,Poland,2,"('Egypt', 'Poland')",21,13,0.014652015
Indonesia,Poland,1,"('Indonesia', 'Poland')",20,13,0.003846154
Irena,Poland,1,"('Irena', 'Poland')",1,13,0.076923077
Hojae,Poland,1,"('Hojae', 'Poland')",1,13,0.076923077
Poland,Riku,1,"('Poland', 'Riku')",13,1,0.076923077
Netherlands,Riku,1,"('Netherlands', 'Riku')",475,1,0.002105263
Finland,Riku,1,"('Finland', 'Riku')",163,1,0.006134969
Norway,Torvald,1,"('Norway', 'Torvald')",107,1,0.009345794
Gro Ellen,Torvald,1,"('Gro Ellen', 'Torvald')",2,1,0.5
Norway,Siv,3,"('Norway', 'Siv')",107,2,0.042056075
Norway,Roy,1,"('Norway', 'Roy')",107,1,0.009345794
Leif Atle,Roy,1,"('Leif Atle', 'Roy')",2,1,0.5
Kwame Ohene,Roy,1,"('Kwame Ohene', 'Roy')",1,1,1
Norway,Petr,1,"('Norway', 'Petr')",107,1,0.009345794
Brazil,Lilian Soares,2,"('Brazil', 'Lilian Soares')",71,1,0.056338028
Brazil,Maria Virginia,2,"('Brazil', 'Maria Virginia')",71,2,0.028169014
Brazil,Rodrigo,2,"('Brazil', 'Rodrigo')",71,1,0.056338028
Claudio,Rodrigo,1,"('Claudio', 'Rodrigo')",2,1,0.5
Brazil,Claudio,2,"('Brazil', 'Claudio')",71,2,0.028169014
Brazil,Maxwell,1,"('Brazil', 'Maxwell')",71,1,0.014084507
Brazil,Brigitte,2,"('Brazil', 'Brigitte')",71,3,0.018779343
Belgium,Brigitte,2,"('Belgium', 'Brigitte')",208,3,0.006410256
Abdulgawi Salim,Brigitte,2,"('Abdulgawi Salim', 'Brigitte')",2,3,0.666666667
Brazil,Malu,2,"('Brazil', 'Malu')",71,1,0.056338028
Brazil,Sandra Leonara,4,"('Brazil', 'Sandra Leonara')",71,1,0.225352113
Fabiola,Sandra Leonara,1,"('Fabiola', 'Sandra Leonara')",1,1,1
Brazil,Fabiola,4,"('Brazil', 'Fabiola')",71,1,0.225352113
Brazil,Juliana Guedes,2,"('Brazil', 'Juliana Guedes')",71,1,0.056338028
Belgium,Gerwin,1,"('Belgium', 'Gerwin')",208,1,0.004807692
Belgium,Francois,2,"('Belgium', 'Francois')",208,3,0.006410256
France,Francois,1,"('France', 'Francois')",593,3,0.000562114
Belgium,Hans,2,"('Belgium', 'Hans')",208,2,0.009615385
Elfi,Hans,1,"('Elfi', 'Hans')",2,2,0.25
Belgium,Elfi,5,"('Belgium', 'Elfi')",208,2,0.060096154
Belgium,Tine,4,"('Belgium', 'Tine')",208,3,0.025641026
Iris,Tine,1,"('Iris', 'Tine')",1,3,0.333333333
Belgium,Yves,2,"('Belgium', 'Yves')",208,1,0.019230769
Belgium,Maarten,1,"('Belgium', 'Maarten')",208,1,0.004807692
Belgium,Dries,1,"('Belgium', 'Dries')",208,1,0.004807692
Belgium,Dendi,1,"('Belgium', 'Dendi')",208,1,0.004807692
Belgium,Iris,2,"('Belgium', 'Iris')",208,1,0.019230769
Belgium,Stijn,2,"('Belgium', 'Stijn')",208,2,0.009615385
Jeroen,Stijn,2,"('Jeroen', 'Stijn')",11,2,0.181818182
Belgium,Kristel,2,"('Belgium', 'Kristel')",208,1,0.019230769
Belgium,Els,2,"('Belgium', 'Els')",208,2,0.009615385
Bram,Els,1,"('Bram', 'Els')",1,2,0.5
Belgium,Lode,3,"('Belgium', 'Lode')",208,1,0.043269231
Jeroen,Lode,2,"('Jeroen', 'Lode')",11,1,0.363636364
Elfi,Lode,1,"('Elfi', 'Lode')",2,1,0.5
Belgium,Charlotte Emily,1,"('Belgium', 'Charlotte Emily')",208,1,0.004807692
Belgium,Saar,1,"('Belgium', 'Saar')",208,1,0.004807692
Belgium,Luminita,1,"('Belgium', 'Luminita')",208,1,0.004807692
Belgium,Bram,1,"('Belgium', 'Bram')",208,1,0.004807692
Belgium,Leif Atle,1,"('Belgium', 'Leif Atle')",208,2,0.002403846
Kwame Ohene,Leif Atle,1,"('Kwame Ohene', 'Leif Atle')",1,2,0.5
Belgium,Camille,9,"('Belgium', 'Camille')",208,3,0.129807692
Camille,Camille,3,"('Camille', 'Camille')",3,3,1
Belgium,Eva-Maria,1,"('Belgium', 'Eva-Maria')",208,1,0.004807692
Belgium,Jean-Pierre,1,"('Belgium', 'Jean-Pierre')",208,1,0.004807692
Belgium,Lotte,1,"('Belgium', 'Lotte')",208,1,0.004807692
France,Lotte,1,"('France', 'Lotte')",593,1,0.001686341
Belgium,Marek,2,"('Belgium', 'Marek')",208,1,0.019230769
Belgium,Nadja,3,"('Belgium', 'Nadja')",208,1,0.043269231
Germany,Nadja,1,"('Germany', 'Nadja')",428,1,0.002336449
Adeline,Nadja,1,"('Adeline', 'Nadja')",1,1,1
Belgium,Claudia,4,"('Belgium', 'Claudia')",208,5,0.015384615
Claudia,Claudia,1,"('Claudia', 'Claudia')",5,5,0.04
Belgium,Mieke,1,"('Belgium', 'Mieke')",208,1,0.004807692
Beatrice,Mieke,1,"('Beatrice', 'Mieke')",1,1,1
Belgium,Louis,1,"('Belgium', 'Louis')",208,1,0.004807692
Belgium,Isaline,2,"('Belgium', 'Isaline')",208,1,0.019230769
Belgium,Ilaria,1,"('Belgium', 'Ilaria')",208,1,0.004807692
Andrea,Ilaria,1,"('Andrea', 'Ilaria')",11,1,0.090909091
Belgium,Obaa Akua,2,"('Belgium', 'Obaa Akua')",208,2,0.009615385
Obaa Akua,Obaa Akua,1,"('Obaa Akua', 'Obaa Akua')",2,2,0.25
Belgium,Smaranda,2,"('Belgium', 'Smaranda')",208,2,0.009615385
Obaa Akua,Smaranda,4,"('Obaa Akua', 'Smaranda')",2,2,4
Smaranda,Smaranda,1,"('Smaranda', 'Smaranda')",2,2,0.25
Spain,Sylvia,2,"('Spain', 'Sylvia')",535,1,0.007476636
Spain,Stefania,2,"('Spain', 'Stefania')",535,2,0.003738318
Italy,Stefania,2,"('Italy', 'Stefania')",219,2,0.00913242
Spain,Yolanda,1,"('Spain', 'Yolanda')",535,1,0.001869159
Almudena,Yolanda,1,"('Almudena', 'Yolanda')",1,1,1
Spain,Victor Jesus,2,"('Spain', 'Victor Jesus')",535,1,0.007476636
Spain,Susana,1,"('Spain', 'Susana')",535,2,0.000934579
Portugal,Susana,3,"('Portugal', 'Susana')",114,2,0.039473684
Armenio,Susana,1,"('Armenio', 'Susana')",6,2,0.083333333
Ireland,Jane Frecknall,1,"('Ireland', 'Jane Frecknall')",73,1,0.01369863
Ireland,Marann,1,"('Ireland', 'Marann')",73,1,0.01369863
Ireland,Lijing,1,"('Ireland', 'Lijing')",73,2,0.006849315
Ireland,Marius,1,"('Ireland', 'Marius')",73,1,0.01369863
Donna,Marius,1,"('Donna', 'Marius')",1,1,1
Ireland,Luca,1,"('Ireland', 'Luca')",73,2,0.006849315
Italy,Luca,2,"('Italy', 'Luca')",219,2,0.00913242
Ireland,Stefano,1,"('Ireland', 'Stefano')",73,3,0.00456621
Italy,Stefano,5,"('Italy', 'Stefano')",219,3,0.03805175
Giovanni,Stefano,1,"('Giovanni', 'Stefano')",2,3,0.166666667
Luca,Stefano,1,"('Luca', 'Stefano')",2,3,0.166666667
Netherlands,Rene,2,"('Netherlands', 'Rene')",475,2,0.004210526
Germany,Rene,1,"('Germany', 'Rene')",428,2,0.001168224
Netherlands,Willemijn,2,"('Netherlands', 'Willemijn')",475,2,0.004210526
Ans,Willemijn,1,"('Ans', 'Willemijn')",3,2,0.166666667
Hsin-Hsuan Meg,Willemijn,1,"('Hsin-Hsuan Meg', 'Willemijn')",1,2,0.5
Netherlands,Verena,2,"('Netherlands', 'Verena')",475,3,0.002807018
Austria,Verena,1,"('Austria', 'Verena')",58,3,0.005747126
Domenico,Verena,1,"('Domenico', 'Verena')",1,3,0.333333333
Netherlands,Niek,1,"('Netherlands', 'Niek')",475,1,0.002105263
David,Niek,1,"('David', 'Niek')",29,1,0.034482759
Netherlands,Steffen,1,"('Netherlands', 'Steffen')",475,1,0.002105263
Netherlands,Raphie,1,"('Netherlands', 'Raphie')",475,1,0.002105263
Netherlands,Pieter Jan,1,"('Netherlands', 'Pieter Jan')",475,1,0.002105263
Netherlands,Niels,2,"('Netherlands', 'Niels')",475,3,0.002807018
Germany,Niels,3,"('Germany', 'Niels')",428,3,0.007009346
Netherlands,Stacey,2,"('Netherlands', 'Stacey')",475,1,0.008421053
Barbara,Stacey,1,"('Barbara', 'Stacey')",6,1,0.166666667
Netherlands,Pia,1,"('Netherlands', 'Pia')",475,1,0.002105263
Finland,Pia,2,"('Finland', 'Pia')",163,1,0.024539877
Mari,Pia,1,"('Mari', 'Pia')",6,1,0.166666667
Maiju,Pia,1,"('Maiju', 'Pia')",3,1,0.333333333
Netherlands,Tjidde,5,"('Netherlands', 'Tjidde')",475,1,0.052631579
Netherlands,Therese,1,"('Netherlands', 'Therese')",475,1,0.002105263
Melanie,Therese,1,"('Melanie', 'Therese')",2,1,0.5
Netherlands,Paraskevas,1,"('Netherlands', 'Paraskevas')",475,1,0.002105263
Gloria Xiaocheng,Paraskevas,1,"('Gloria Xiaocheng', 'Paraskevas')",1,1,1
Mexico,Rafael,1,"('Mexico', 'Rafael')",46,5,0.004347826
Francisco,Rafael,1,"('Francisco', 'Rafael')",3,5,0.066666667
Emilio,Rafael,1,"('Emilio', 'Rafael')",1,5,0.2
Germany,Luxembourg,1,"('Germany', 'Luxembourg')",428,3,0.000778816
France,Luxembourg,2,"('France', 'Luxembourg')",593,3,0.002248454
Francesco,Luxembourg,1,"('Francesco', 'Luxembourg')",4,3,0.083333333
Germany,Tanja,2,"('Germany', 'Tanja')",428,2,0.004672897
Maria,Tanja,1,"('Maria', 'Tanja')",15,2,0.033333333
Germany,Nicki,1,"('Germany', 'Nicki')",428,1,0.002336449
Germany,Ingo,2,"('Germany', 'Ingo')",428,1,0.009345794
Germany,Maria,2,"('Germany', 'Maria')",428,15,0.000623053
Finland,Maria,1,"('Finland', 'Maria')",163,15,0.000408998
France,Maria,1,"('France', 'Maria')",593,15,0.000112423
Italy,Maria,2,"('Italy', 'Maria')",219,15,0.001217656
Greece,Maria,1,"('Greece', 'Maria')",29,15,0.002298851
Colombia,Maria,1,"('Colombia', 'Maria')",17,15,0.003921569
Andranik,Maria,1,"('Andranik', 'Maria')",1,15,0.066666667
Juan,Maria,2,"('Juan', 'Maria')",8,15,0.033333333
Jenny,Maria,1,"('Jenny', 'Maria')",3,15,0.022222222
Andrea,Maria,1,"('Andrea', 'Maria')",11,15,0.006060606
Giovanni,Maria,1,"('Giovanni', 'Maria')",2,15,0.033333333
Antonio,Maria,1,"('Antonio', 'Maria')",1,15,0.066666667
Ezequiel,Maria,1,"('Ezequiel', 'Maria')",1,15,0.066666667
Germany,Julia,1,"('Germany', 'Julia')",428,2,0.001168224
Juergen,Julia,1,"('Juergen', 'Julia')",1,2,0.5
Germany,Juergen,1,"('Germany', 'Juergen')",428,1,0.002336449
Germany,Susanne,6,"('Germany', 'Susanne')",428,3,0.028037383
Austria,Susanne,1,"('Austria', 'Susanne')",58,3,0.005747126
Germany,Philipp,2,"('Germany', 'Philipp')",428,4,0.002336449
Philipp,Philipp,1,"('Philipp', 'Philipp')",4,4,0.0625
Bernd,Philipp,1,"('Bernd', 'Philipp')",1,4,0.25
Germany,Jasmin,1,"('Germany', 'Jasmin')",428,1,0.002336449
Germany,Kerstin,2,"('Germany', 'Kerstin')",428,2,0.004672897
Jasmin,Kerstin,1,"('Jasmin', 'Kerstin')",1,2,0.5
Germany,Mark Lee,1,"('Germany', 'Mark Lee')",428,1,0.002336449
France,Mark Lee,1,"('France', 'Mark Lee')",593,1,0.001686341
Germany,Jamie-Lee,2,"('Germany', 'Jamie-Lee')",428,1,0.009345794
Germany,Ruediger,3,"('Germany', 'Ruediger')",428,1,0.021028037
Alina S. Hernandez,Ruediger,1,"('Alina S. Hernandez', 'Ruediger')",4,1,0.25
Germany,Natalia,1,"('Germany', 'Natalia')",428,3,0.000778816
France,Natalia,1,"('France', 'Natalia')",593,3,0.000562114
Juan,Natalia,1,"('Juan', 'Natalia')",8,3,0.041666667
Javier,Natalia,1,"('Javier', 'Natalia')",5,3,0.066666667
Germany,Silke Astrid,1,"('Germany', 'Silke Astrid')",428,1,0.002336449
Germany,Jordi,1,"('Germany', 'Jordi')",428,2,0.001168224
France,Jordi,3,"('France', 'Jordi')",593,2,0.007588533
Felix,Jordi,1,"('Felix', 'Jordi')",5,2,0.1
Germany,Lucas,6,"('Germany', 'Lucas')",428,3,0.028037383
Alina S. Hernandez,Lucas,6,"('Alina S. Hernandez', 'Lucas')",4,3,3
Lucas,Lucas,3,"('Lucas', 'Lucas')",3,3,1
Germany,Tobias,2,"('Germany', 'Tobias')",428,7,0.001335113
France,Tobias,6,"('France', 'Tobias')",593,7,0.008672609
Bjoern,Tobias,1,"('Bjoern', 'Tobias')",2,7,0.071428571
Rene,Tobias,1,"('Rene', 'Tobias')",2,7,0.071428571
Christoph,Tobias,1,"('Christoph', 'Tobias')",1,7,0.142857143
Germany,Markus,2,"('Germany', 'Markus')",428,2,0.004672897
Germany,Rico,4,"('Germany', 'Rico')",428,1,0.037383178
France,Rico,1,"('France', 'Rico')",593,1,0.001686341
Germany,Mariateresa,1,"('Germany', 'Mariateresa')",428,2,0.001168224
Italy,Mariateresa,1,"('Italy', 'Mariateresa')",219,2,0.002283105
Germany,Wolfgang,2,"('Germany', 'Wolfgang')",428,2,0.004672897
Moritz,Wolfgang,1,"('Moritz', 'Wolfgang')",5,2,0.1
Andreas,Wolfgang,1,"('Andreas', 'Wolfgang')",7,2,0.071428571
Germany,Katharina,2,"('Germany', 'Katharina')",428,2,0.004672897
Germany,Johannes,1,"('Germany', 'Johannes')",428,1,0.002336449
Germany,Manuela,1,"('Germany', 'Manuela')",428,1,0.002336449
Jan,Manuela,1,"('Jan', 'Manuela')",2,1,0.5
Germany,Marlene,1,"('Germany', 'Marlene')",428,2,0.001168224
Ans,Marlene,1,"('Ans', 'Marlene')",3,2,0.166666667
Jan,Marlene,1,"('Jan', 'Marlene')",2,2,0.25
Manuela,Marlene,1,"('Manuela', 'Marlene')",1,2,0.5
Germany,Svenja,1,"('Germany', 'Svenja')",428,1,0.002336449
Marlene,Svenja,1,"('Marlene', 'Svenja')",2,1,0.5
Jan,Svenja,1,"('Jan', 'Svenja')",2,1,0.5
Manuela,Svenja,1,"('Manuela', 'Svenja')",1,1,1
Germany,Jan,1,"('Germany', 'Jan')",428,2,0.001168224
Dirk,Jan,1,"('Dirk', 'Jan')",4,2,0.125
Germany,Niko,1,"('Germany', 'Niko')",428,1,0.002336449
Niels,Niko,1,"('Niels', 'Niko')",3,1,0.333333333
Germany,Sabrina,5,"('Germany', 'Sabrina')",428,3,0.019470405
Italy,Sabrina,1,"('Italy', 'Sabrina')",219,3,0.00152207
Marco,Sabrina,1,"('Marco', 'Sabrina')",5,3,0.066666667
Lars,Sabrina,1,"('Lars', 'Sabrina')",3,3,0.111111111
Germany,Jana,1,"('Germany', 'Jana')",428,1,0.002336449
Germany,Sophie,4,"('Germany', 'Sophie')",428,4,0.009345794
Austria,Sophie,1,"('Austria', 'Sophie')",58,4,0.004310345
Prisca,Sophie,1,"('Prisca', 'Sophie')",2,4,0.125
Germany,Prisca,5,"('Germany', 'Prisca')",428,2,0.029205607
Austria,Prisca,2,"('Austria', 'Prisca')",58,2,0.034482759
Lisa,Prisca,1,"('Lisa', 'Prisca')",5,2,0.1
Germany,Lisa,2,"('Germany', 'Lisa')",428,5,0.001869159
Austria,Lisa,1,"('Austria', 'Lisa')",58,5,0.003448276
Kirsten,Lisa,1,"('Kirsten', 'Lisa')",1,5,0.2
Germany,Wassili,2,"('Germany', 'Wassili')",428,2,0.004672897
France,Wassili,1,"('France', 'Wassili')",593,2,0.00084317
Stefan,Wassili,1,"('Stefan', 'Wassili')",7,2,0.071428571
Germany,Maxim,2,"('Germany', 'Maxim')",428,2,0.004672897
Armin Pircher,Maxim,2,"('Armin Pircher', 'Maxim')",2,2,1
Germany,Isabelle,1,"('Germany', 'Isabelle')",428,2,0.001168224
France,Isabelle,2,"('France', 'Isabelle')",593,2,0.003372681
Antoinette,Isabelle,1,"('Antoinette', 'Isabelle')",2,2,0.25
Germany,Stephanie,1,"('Germany', 'Stephanie')",428,2,0.001168224
France,Stephanie,1,"('France', 'Stephanie')",593,2,0.00084317
Germany,Natalija,4,"('Germany', 'Natalija')",428,2,0.018691589
Natalija,Natalija,1,"('Natalija', 'Natalija')",2,2,0.25
Germany,Guli-Sanam,2,"('Germany', 'Guli-Sanam')",428,1,0.009345794
Germany,Nils Christian,2,"('Germany', 'Nils Christian')",428,1,0.009345794
Guli-Sanam,Nils Christian,1,"('Guli-Sanam', 'Nils Christian')",1,1,1
Germany,Jie,2,"('Germany', 'Jie')",428,2,0.004672897
Italy,Jie,1,"('Italy', 'Jie')",219,2,0.002283105
Germany,Hagen,6,"('Germany', 'Hagen')",428,2,0.042056075
Hagen,Hagen,1,"('Hagen', 'Hagen')",2,2,0.25
Germany,Luigino,1,"('Germany', 'Luigino')",428,2,0.001168224
Italy,Luigino,4,"('Italy', 'Luigino')",219,2,0.03652968
Czech Republic,Luigino,1,"('Czech Republic', 'Luigino')",8,2,0.0625
Germany,Samuel,2,"('Germany', 'Samuel')",428,1,0.009345794
Christian,Samuel,1,"('Christian', 'Samuel')",6,1,0.166666667
Germany,Wolf,1,"('Germany', 'Wolf')",428,1,0.002336449
Germany,J. William,1,"('Germany', 'J. William')",428,1,0.002336449
Germany,Theresa,1,"('Germany', 'Theresa')",428,1,0.002336449
France,Theresa,1,"('France', 'Theresa')",593,1,0.001686341
Germany,Nikil,4,"('Germany', 'Nikil')",428,2,0.018691589
Nikil,Nikil,1,"('Nikil', 'Nikil')",2,2,0.25
Finland,Jari,1,"('Finland', 'Jari')",163,1,0.006134969
Finland,Meri,3,"('Finland', 'Meri')",163,2,0.027607362
Anna-Maija,Meri,1,"('Anna-Maija', 'Meri')",4,2,0.125
Finland,Tuomas,1,"('Finland', 'Tuomas')",163,1,0.006134969
Anna-Maija,Tuomas,1,"('Anna-Maija', 'Tuomas')",4,1,0.25
Meri,Tuomas,1,"('Meri', 'Tuomas')",2,1,0.5
Finland,Marjut,1,"('Finland', 'Marjut')",163,1,0.006134969
Jeff,Marjut,1,"('Jeff', 'Marjut')",2,1,0.5
Finland,Rebecca,1,"('Finland', 'Rebecca')",163,1,0.006134969
Jeff,Rebecca,1,"('Jeff', 'Rebecca')",2,1,0.5
Marjut,Rebecca,1,"('Marjut', 'Rebecca')",1,1,1
Finland,Katri,1,"('Finland', 'Katri')",163,1,0.006134969
Finland,Lei,1,"('Finland', 'Lei')",163,1,0.006134969
Finland,Oana,1,"('Finland', 'Oana')",163,1,0.006134969
Finland,Salme,1,"('Finland', 'Salme')",163,1,0.006134969
Finland,Johanna,7,"('Finland', 'Johanna')",163,4,0.075153374
Anna,Johanna,1,"('Anna', 'Johanna')",7,4,0.035714286
Finland,Pertti,2,"('Finland', 'Pertti')",163,1,0.024539877
Finland,Mari,9,"('Finland', 'Mari')",163,6,0.082822086
Katriina,Mari,1,"('Katriina', 'Mari')",1,6,0.166666667
Anne,Mari,1,"('Anne', 'Mari')",5,6,0.033333333
Maiju,Mari,3,"('Maiju', 'Mari')",3,6,0.5
Joona,Mari,2,"('Joona', 'Mari')",2,6,0.333333333
Finland,Taru,5,"('Finland', 'Taru')",163,3,0.051124744
