,Pakistan,Slovenia,Greece,Lithuania,Tunisia,Argentina,India,Austria,Peru,Australia,Hungary,Lebanon,South Korea,Indonesia,Mauritius,Switzerland,Italy,Finland,United Kingdom,Vietnam,Turkiye,Denmark,Portugal,Netherlands,Mexico,Ireland,Sweden,Norway,Croatia,Spain,USA,Malaysia,South Africa,Belgium,Israel,Canada,Estonia,Japan,Kuwait,France,Jordan,Germany,North Macedonia,Colombia,Brazil,Egypt,Chile,Singapore,Ukraine,United Arab Emirates,Thailand,Nigeria,China,New Zealand,Kenya
Hungary,8.459172476489782,5.944438189017667,7.0245983174239806,6.8143350820345,7.237714207130234,9.389078850538663,8.588544266819998,5.373715149395349,9.3468326269185,9.663522052287089,4.742519655471831,7.624710290584773,0.0,9.244500223622888,9.042525561670987,6.779193687839232,6.6987713799534525,7.284809938571489,7.281843920564141,0.0,7.2372216028364855,6.919664086806273,7.812550995592205,7.0439465061085205,9.247178441194128,7.547499045680688,7.184298544622898,7.302156069317377,5.710784238332077,7.5896923605140945,8.901424720905545,9.127767023263335,9.012155373496858,7.029954327462904,7.682848738888274,8.8220407404664,7.228256367379172,9.111505517798745,8.071560562073447,7.1286883890701995,7.716292857344235,6.53601470188242,6.463293072716994,9.204865512244906,9.177068346245388,0.0,9.44699464111033,9.161229956531786,6.798353385725658,8.301704516632421,9.018727827314693,8.391592099243137,8.902098521662062,9.80523559995819,8.647915968570281
Lebanon,8.14964708421685,7.712468878684095,7.051644345227071,7.803425256985815,7.745844873118119,9.425201720337919,8.290380165808621,7.720007731769395,9.460202190174174,9.551820050407935,7.624710290584773,3.649444257960821,0.0,9.070488015513794,8.771918972189857,7.925225839608339,7.696161274390887,8.013575527778455,8.150179847049365,0.0,6.571968927088208,8.005640303257596,8.294148385226567,8.06645934164614,9.425560616634856,8.273902798570925,8.042366751090661,8.135288640731577,7.660775740349009,8.16760734604964,9.144576887543998,8.940370377130467,8.806506882054826,8.053441339025033,5.346916083821252,9.085166528964931,7.9900410118113205,9.104924299219533,7.15983685737258,8.069978158393544,5.380501318582287,7.908728645094775,7.330039483112728,9.358771583928212,9.249442808904337,0.0,9.49991340543374,8.980701521805885,7.542505573229247,7.654479244778791,8.835464069454531,8.291904090054775,8.85131566951594,9.703343718258246,8.272482481936514
South Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,8.643223017515412,9.27626855209029,9.193083220206546,9.213024765765068,9.306265817011486,9.631401888008815,8.516838928672602,9.264248843804328,9.795979176320829,8.596125621421107,9.244500223622888,9.070488015513794,0.0,6.259631940802423,8.619316292297418,9.325692900786775,9.289500844440813,9.22569291624581,9.368947962149544,0.0,9.116336568490611,9.291153244535053,9.447702360527948,9.337998048052528,9.732904429955545,9.399188914910427,9.261819299132904,9.300358391150503,9.265442951814592,9.408232574636093,9.703274085862295,7.068338937049594,9.056374408421156,9.342795685835569,9.07200683893849,9.658533496989316,9.225674205541367,8.664168532820566,8.910757093618038,9.357401695884333,9.059282919850272,9.285799359668713,9.218842129400809,9.892039270313797,9.70052768335846,0.0,9.655941159144016,6.786875741608861,9.167579415550314,8.79683109613106,7.747798027434076,9.321313606815085,8.560421057505142,8.96172848852898,8.959227809033385
Mauritius,8.735048866523458,9.05365907617296,8.905731309616929,9.091101439516189,8.993907876069287,9.299063449836328,8.67050380420025,9.06433157356119,9.539444818684231,9.091525867038214,9.042525561670987,8.771918972189857,0.0,8.619316292297418,2.8337467311917677,9.10455332092062,9.025594117978386,9.149357442225126,9.184443216715485,0.0,8.876489396845315,9.152796636850699,9.16325641640467,9.16285780752549,9.775133590997312,9.230083193562468,9.164174227054996,9.196578206302924,9.042330157639412,9.131946520857904,9.630523306237963,8.608594103617754,8.025314273194335,9.154125724413413,8.748291737689664,9.611258491515608,9.142793704232291,9.272750692600708,8.631030140392518,9.150881620268997,8.738682254819825,9.1207933830379,8.968154664134586,9.59014231332528,9.301378713183935,0.0,9.385642349067224,8.62832446417974,9.02301765017839,8.512958437489512,8.704788981622839,8.764887608689873,9.11104884712533,9.254035674590272,8.031890729547978
Switzerland,8.630028183448196,6.309868458803732,7.41616859547315,7.324488660956101,7.046769985724536,9.324963754515188,8.74017881025977,6.529254591197772,9.267222469866617,9.717908295193169,6.779193687839232,7.925225839608339,0.0,9.325692900786775,9.10455332092062,4.336333550846142,6.540538103337198,7.527987621474564,6.618353996201488,0.0,7.68966397081954,6.94071411977885,7.394477126759452,6.442579974593042,9.17372462295577,7.093369741539385,7.34375476508297,7.2857662817528634,6.503230278833973,7.05022398953545,8.795306933043548,9.218863942917059,9.030610533776281,6.18919900422016,7.954208986729555,8.714286440897004,7.49232176466799,9.177878542024315,8.292888966781275,6.077820667797418,7.985478230098309,6.627121508786773,7.123509999997716,9.112802953716669,9.093387816375754,0.0,9.381453515196009,9.249481274252354,7.4563268751594896,8.482754322997973,9.119762278171343,8.34375462379169,8.997674735090726,9.852544196912865,8.713637550304618
Italy,8.575601335129507,6.199175018733075,6.95693679513482,7.441936622094828,6.389154842872241,9.321305552118325,8.686466995294264,6.64302537860315,9.29426599291387,9.694756515177069,6.6987713799534525,7.696161274390887,0.0,9.289500844440813,9.025594117978386,6.540538103337198,5.330139140317541,7.697647064611858,7.2713040439890095,0.0,7.450904229682055,7.33569004293724,7.530501990711789,7.168344892765122,9.235507993683079,7.543131917213241,7.5909137379519995,7.606227257608571,6.248150605649129,7.2201982543753775,8.885266387760652,9.181727088590769,8.948635679942964,7.068941721112799,7.7189210230151675,8.815492599946507,7.662202617838243,9.197181674815702,8.152305183844245,7.012026101139599,7.761846299236932,7.079436258424277,6.609483331212218,9.156036550496063,9.095286359147261,0.0,9.386305938860547,9.213674806565056,7.423432912687119,8.367294525617895,9.086879585856853,8.209904968365466,9.003893526633135,9.82941842578176,8.592800353508638
Finland,8.420153296516911,7.444729235751016,7.809965341888253,6.408324157273351,7.93678916763206,9.470494503590675,8.560414353630696,7.270878488100216,9.380038419824654,9.63085959612301,7.284809938571489,8.013575527778455,0.0,9.22569291624581,9.149357442225126,7.527987621474564,7.697647064611858,5.385484939671748,7.510391146734462,0.0,7.7466412873076775,6.785177504414599,8.120582169940699,7.316895625121598,9.196296314245638,7.615174625914324,5.986181114325438,6.673596406163481,7.4399546481328445,7.99030424044927,8.845515449862106,9.1028266509457,9.1654526234682,7.409488895429901,8.072119102788772,8.745516106638414,4.39426160622213,8.965724302373598,8.25223600823861,7.555454155133789,8.082964653673859,7.006895387962886,7.61706612088442,9.22261374505042,9.270836985599919,0.0,9.51055310672708,9.135344698239663,7.03467423253933,8.427337846909277,8.973684311528531,8.676355463638018,8.752561712353016,9.76207432253569,8.841044836638334
United Kingdom,8.70779966663098,7.1153838937026,7.781075877403478,7.45561885078659,7.510221996042963,9.318968742375779,8.812938071895985,7.121413183460835,9.228398340985882,9.74108332234249,7.281843920564141,8.150179847049365,0.0,9.368947962149544,9.184443216715485,6.618353996201488,7.2713040439890095,7.510391146734462,5.224857030786432,0.0,7.950864371416804,6.866509861497696,7.367134544015249,5.886978648860817,9.098112328740411,6.132120654815532,7.270710162756143,7.053675610794474,7.201331944136186,7.141545156512303,8.682935231109333,9.264818140539331,9.10869295423024,5.780063037405839,8.177813251520192,8.587614189311708,7.488344996766516,9.16683112418962,8.445370820669112,5.8375773742263855,8.201483317476262,6.8417243380733215,7.574609817587159,9.056099904784826,9.08226015181986,0.0,9.366097189844336,9.293664459260896,7.667397346996504,8.609543540695189,9.163822080149329,8.467507656522047,9.005939204726335,9.859908636196893,8.828761746745077
Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkiye,8.19578279366353,7.400863675492964,6.705930362107102,7.458914265907521,7.60036681611075,9.43366550680311,8.348268613015335,7.379813047039433,9.439073870383424,9.582772516593948,7.2372216028364855,6.571968927088208,0.0,9.116336568490611,8.876489396845315,7.68966397081954,7.450904229682055,7.7466412873076775,7.950864371416804,0.0,5.806063754329221,7.7400111451132085,8.183987812798819,7.8383488360466105,9.372887701070685,8.097187073393545,7.781234121140498,7.901964371393721,7.326698481461395,8.035197949318123,9.07482358118098,8.986933285939749,8.89886739360768,7.82986107057619,6.791385381874977,9.008013027250325,7.7151552712841145,9.07994645233186,7.504555092044514,7.863518999877648,6.835652756108534,7.620060761658309,6.890830051996287,9.32298757512696,9.247115790138798,0.0,9.501764434442292,9.025626716393877,7.074513858449482,7.882044316332938,8.873821354260752,8.358011745143756,8.830803941483458,9.734022199464127,8.434877753045738
